"","ensembl_gene_id","entrezgene_id","gene_biotype","transcript_biotype"
"9623","ENSG00000146556",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9624","ENSG00000286156",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9625","ENSG00000220804",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9626","ENSG00000143429",654342,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9627","ENSG00000237732",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9628","ENSG00000231584",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9629","ENSG00000229754",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9630","ENSG00000237322",NA,"processed_pseudogene","processed_pseudogene"
"9631","ENSG00000226297",NA,"processed_pseudogene","processed_pseudogene"
"9632","ENSG00000253006",NA,"misc_RNA","misc_RNA"
"9633","ENSG00000183023",6546,"protein_coding","protein_coding"
"9634","ENSG00000153823",55022,"protein_coding","protein_coding_CDS_not_defined"
"9635","ENSG00000119865",25927,"protein_coding","protein_coding"
"9636","ENSG00000203395",NA,"lncRNA","lncRNA"
"9637","ENSG00000115956",5341,"protein_coding","protein_coding"
"9638","ENSG00000229462",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9639","ENSG00000204923",554251,"protein_coding","protein_coding"
"9640","ENSG00000169621",200558,"protein_coding","nonsense_mediated_decay"
"9641","ENSG00000214525",NA,"processed_pseudogene","processed_pseudogene"
"9642","ENSG00000283228",NA,"protein_coding","nonsense_mediated_decay"
"9643","ENSG00000182389",785,"protein_coding","protein_coding"
"9644","ENSG00000235674",NA,"processed_pseudogene","processed_pseudogene"
"9645","ENSG00000229463",NA,"lncRNA","lncRNA"
"9646","ENSG00000222831",100302139,"miRNA","miRNA"
"9647","ENSG00000206803",NA,"snRNA","snRNA"
"9648","ENSG00000237845",NA,"lncRNA","lncRNA"
"9649","ENSG00000229291",NA,"lncRNA","lncRNA"
"9650","ENSG00000143669",1130,"protein_coding","protein_coding"
"9651","ENSG00000225214",NA,"lncRNA","lncRNA"
"9652","ENSG00000115145",10254,"protein_coding","protein_coding"
"9653","ENSG00000234272",NA,"processed_pseudogene","processed_pseudogene"
"9654","ENSG00000271074",NA,"processed_pseudogene","processed_pseudogene"
"9655","ENSG00000231017",NA,"processed_pseudogene","processed_pseudogene"
"9656","ENSG00000178568",2066,"protein_coding","protein_coding"
"9657","ENSG00000199585",NA,"rRNA_pseudogene","rRNA_pseudogene"
"9658","ENSG00000232631",NA,"processed_pseudogene","processed_pseudogene"
"9659","ENSG00000236007",NA,"processed_pseudogene","processed_pseudogene"
"9660","ENSG00000221782",100313771,"miRNA","miRNA"
"9661","ENSG00000234308",102725079,"lncRNA","lncRNA"
"9662","ENSG00000231254",NA,"processed_pseudogene","processed_pseudogene"
"9663","ENSG00000153253",6328,"protein_coding","protein_coding"
"9664","ENSG00000224043",NA,"lncRNA","lncRNA"
"9665","ENSG00000234682",NA,"processed_pseudogene","processed_pseudogene"
"9666","ENSG00000228098",NA,"processed_pseudogene","processed_pseudogene"
"9667","ENSG00000082258",905,"protein_coding","nonsense_mediated_decay"
"9668","ENSG00000128656",1123,"protein_coding","protein_coding"
"9669","ENSG00000212167",NA,"snRNA","snRNA"
"9670","ENSG00000199827",NA,"snRNA","snRNA"
"9671","ENSG00000227187",NA,"processed_pseudogene","processed_pseudogene"
"9672","ENSG00000277948",NA,"misc_RNA","misc_RNA"
"9673","ENSG00000229536",105373615,"lncRNA","lncRNA"
"9674","ENSG00000237574",101927924,"lncRNA","lncRNA"
"9675","ENSG00000214100",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9676","ENSG00000234559",NA,"processed_pseudogene","processed_pseudogene"
"9677","ENSG00000225449",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9678","ENSG00000222014",84084,"protein_coding","protein_coding"
"9679","ENSG00000284619",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9680","ENSG00000286026",NA,"lncRNA","lncRNA"
"9681","ENSG00000250207",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9682","ENSG00000217289",NA,"processed_pseudogene","processed_pseudogene"
"9683","ENSG00000231147",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9684","ENSG00000180178",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9685","ENSG00000155729",130535,"protein_coding","protein_coding"
"9686","ENSG00000162711",114548,"protein_coding","protein_coding"
"9687","ENSG00000163535",151246,"protein_coding","protein_coding"
"9688","ENSG00000237166",NA,"lncRNA","lncRNA"
"9689","ENSG00000240761",NA,"processed_pseudogene","processed_pseudogene"
"9690","ENSG00000011523",23177,"protein_coding","protein_coding"
"9691","ENSG00000143643",79573,"protein_coding","protein_coding"
"9692","ENSG00000173409",64801,"protein_coding","protein_coding_CDS_not_defined"
"9693","ENSG00000235710",149373,"lncRNA","lncRNA"
"9694","ENSG00000179456",10472,"protein_coding","protein_coding"
"9695","ENSG00000243781",NA,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"9696","ENSG00000283174",NA,"processed_pseudogene","processed_pseudogene"
"9697","ENSG00000283166",NA,"processed_pseudogene","processed_pseudogene"
"9698","ENSG00000283377",NA,"processed_pseudogene","processed_pseudogene"
"9699","ENSG00000232154",NA,"processed_pseudogene","processed_pseudogene"
"9700","ENSG00000225723",NA,"processed_pseudogene","processed_pseudogene"
"9701","ENSG00000227860",NA,"processed_pseudogene","processed_pseudogene"
"9702","ENSG00000187080",391191,"protein_coding","protein_coding"
"9703","ENSG00000196071",284521,"protein_coding","protein_coding"
"9704","ENSG00000198452",127617,"protein_coding","protein_coding"
"9705","ENSG00000284188",122455338,"protein_coding","protein_coding"
"9706","ENSG00000135801",27097,"protein_coding","protein_coding"
"9707","ENSG00000231768",100506795,"lncRNA","lncRNA"
"9708","ENSG00000237520",NA,"lncRNA","lncRNA"
"9709","ENSG00000228058",NA,"lncRNA","lncRNA"
"9710","ENSG00000282564",NA,"lncRNA","lncRNA"
"9711","ENSG00000280587",NA,"lncRNA","lncRNA"
"9712","ENSG00000286071",105373170,"lncRNA","lncRNA"
"9713","ENSG00000231663",NA,"lncRNA","lncRNA"
"9714","ENSG00000227152",81458,"protein_coding","protein_coding_LoF"
"9715","ENSG00000230199",NA,"processed_pseudogene","processed_pseudogene"
"9716","ENSG00000234116",NA,"lncRNA","lncRNA"
"9717","ENSG00000278455",NA,"processed_pseudogene","processed_pseudogene"
"9718","ENSG00000253326",NA,"processed_pseudogene","processed_pseudogene"
"9719","ENSG00000212230",NA,"snRNA","snRNA"
"9720","ENSG00000143702",9859,"protein_coding","protein_coding"
"9721","ENSG00000227230",NA,"lncRNA","lncRNA"
"9722","ENSG00000232085",NA,"lncRNA","lncRNA"
"9723","ENSG00000153187",3192,"protein_coding","retained_intron"
"9724","ENSG00000273175",NA,"lncRNA","lncRNA"
"9725","ENSG00000197617",NA,"protein_coding","protein_coding_LoF"
"9726","ENSG00000077522",88,"protein_coding","protein_coding"
"9727","ENSG00000198626",6262,"protein_coding","protein_coding"
"9728","ENSG00000237250",100130331,"lncRNA","lncRNA"
"9729","ENSG00000230019",NA,"processed_pseudogene","processed_pseudogene"
"9730","ENSG00000197067",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9731","ENSG00000224227",26247,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9732","ENSG00000227671",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9733","ENSG00000203664",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9734","ENSG00000231512",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9735","ENSG00000214837",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"9736","ENSG00000285053",6905,"protein_coding","nonsense_mediated_decay"
"9737","ENSG00000227498",NA,"lncRNA","lncRNA"
"9738","ENSG00000224858",NA,"processed_pseudogene","processed_pseudogene"
"9739","ENSG00000230067",NA,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"9740","ENSG00000235534",NA,"processed_pseudogene","processed_pseudogene"
"9741","ENSG00000271643",105377023,"lncRNA","lncRNA"
"9742","ENSG00000230830",NA,"lncRNA","lncRNA"
"9743","ENSG00000272334",NA,"lncRNA","lncRNA"
"9744","ENSG00000173705",26032,"protein_coding","protein_coding"
"9745","ENSG00000226320",NA,"lncRNA","lncRNA"
"9746","ENSG00000144668",3680,"protein_coding","protein_coding"
"9747","ENSG00000227707",NA,"processed_pseudogene","processed_pseudogene"
"9748","ENSG00000281100",NA,"TEC","TEC"
"9749","ENSG00000093167",9209,"protein_coding","protein_coding"
"9750","ENSG00000228767",NA,"processed_pseudogene","processed_pseudogene"
"9751","ENSG00000226489",NA,"processed_pseudogene","processed_pseudogene"
"9752","ENSG00000279727",105377031,"lncRNA","lncRNA"
"9753","ENSG00000178567",9852,"protein_coding","protein_coding"
"9754","ENSG00000230119",NA,"processed_pseudogene","processed_pseudogene"
"9755","ENSG00000234073",NA,"processed_pseudogene","processed_pseudogene"
"9756","ENSG00000236165",NA,"processed_pseudogene","processed_pseudogene"
"9757","ENSG00000237982",NA,"processed_pseudogene","processed_pseudogene"
"9758","ENSG00000236158",NA,"processed_pseudogene","processed_pseudogene"
"9759","ENSG00000271192",NA,"lncRNA","lncRNA"
"9760","ENSG00000093217",9942,"protein_coding","protein_coding"
"9761","ENSG00000170011",25924,"protein_coding","protein_coding"
"9762","ENSG00000238008",NA,"processed_pseudogene","processed_pseudogene"
"9763","ENSG00000170248",10015,"protein_coding","protein_coding"
"9764","ENSG00000231382",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9765","ENSG00000172940",9390,"protein_coding","protein_coding"
"9766","ENSG00000272121",NA,"lncRNA","lncRNA"
"9767","ENSG00000224094",NA,"processed_pseudogene","processed_pseudogene"
"9768","ENSG00000114353",2771,"protein_coding","protein_coding"
"9769","ENSG00000153560",7342,"protein_coding","protein_coding"
"9770","ENSG00000236452",NA,"lncRNA","lncRNA"
"9771","ENSG00000235482",NA,"processed_pseudogene","processed_pseudogene"
"9772","ENSG00000126062",11070,"protein_coding","protein_coding"
"9773","ENSG00000114349",2779,"protein_coding","protein_coding"
"9774","ENSG00000213600",NA,"lncRNA","lncRNA"
"9775","ENSG00000213587",NA,"processed_pseudogene","processed_pseudogene"
"9776","ENSG00000114378",3373,"protein_coding","protein_coding"
"9777","ENSG00000114388",10641,"protein_coding","retained_intron"
"9778","ENSG00000198590",339883,"lncRNA","lncRNA"
"9779","ENSG00000168301",200845,"protein_coding","protein_coding"
"9780","ENSG00000236411",NA,"processed_pseudogene","processed_pseudogene"
"9781","ENSG00000235886",NA,"lncRNA","lncRNA"
"9782","ENSG00000160746",55129,"protein_coding","protein_coding_CDS_not_defined"
"9783","ENSG00000243384",NA,"lncRNA","lncRNA"
"9784","ENSG00000172939",9943,"protein_coding","protein_coding_CDS_not_defined"
"9785","ENSG00000088543",51161,"protein_coding","protein_coding"
"9786","ENSG00000168273",440957,"protein_coding","protein_coding_CDS_not_defined"
"9787","ENSG00000235278",NA,"processed_pseudogene","processed_pseudogene"
"9788","ENSG00000114383",11334,"protein_coding","protein_coding_CDS_not_defined"
"9789","ENSG00000240708",NA,"lncRNA","lncRNA"
"9790","ENSG00000144724",5793,"protein_coding","protein_coding_CDS_not_defined"
"9791","ENSG00000174227",54872,"protein_coding","nonsense_mediated_decay"
"9792","ENSG00000273356",NA,"lncRNA","lncRNA"
"9793","ENSG00000225673",NA,"processed_pseudogene","processed_pseudogene"
"9794","ENSG00000235058",NA,"lncRNA","lncRNA"
"9795","ENSG00000244226",NA,"processed_pseudogene","processed_pseudogene"
"9796","ENSG00000281358",102060282,"lncRNA","lncRNA"
"9797","ENSG00000230123",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9798","ENSG00000163939",55193,"protein_coding","protein_coding"
"9799","ENSG00000205959",NA,"lncRNA","lncRNA"
"9800","ENSG00000251292",NA,"lncRNA","lncRNA"
"9801","ENSG00000280310",NA,"TEC","TEC"
"9802","ENSG00000250476",NA,"processed_pseudogene","processed_pseudogene"
"9803","ENSG00000250039",NA,"lncRNA","lncRNA"
"9804","ENSG00000248360",201853,"lncRNA","lncRNA"
"9805","ENSG00000251595",79963,"transcribed_processed_pseudogene","processed_transcript"
"9806","ENSG00000249988",NA,"lncRNA","lncRNA"
"9807","ENSG00000109519",80273,"protein_coding","protein_coding"
"9808","ENSG00000109667",56606,"protein_coding","protein_coding_CDS_not_defined"
"9809","ENSG00000248564",NA,"processed_pseudogene","processed_pseudogene"
"9810","ENSG00000241612",NA,"processed_pseudogene","processed_pseudogene"
"9811","ENSG00000251188",NA,"processed_pseudogene","processed_pseudogene"
"9812","ENSG00000109606",1665,"protein_coding","protein_coding_CDS_not_defined"
"9813","ENSG00000237350",NA,"processed_pseudogene","processed_pseudogene"
"9814","ENSG00000272602",152687,"protein_coding","protein_coding"
"9815","ENSG00000109625",8532,"protein_coding","protein_coding"
"9816","ENSG00000249866",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9817","ENSG00000251535",NA,"processed_pseudogene","processed_pseudogene"
"9818","ENSG00000152953",55351,"protein_coding","protein_coding"
"9819","ENSG00000250634",101929071,"lncRNA","lncRNA"
"9820","ENSG00000248343",NA,"lncRNA","lncRNA"
"9821","ENSG00000284648",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9822","ENSG00000250896",NA,"processed_pseudogene","processed_pseudogene"
"9823","ENSG00000163132",4487,"protein_coding","protein_coding"
"9824","ENSG00000251252",NA,"processed_pseudogene","processed_pseudogene"
"9825","ENSG00000273396",103695434,"lncRNA","lncRNA"
"9826","ENSG00000249252",101929095,"lncRNA","lncRNA"
"9827","ENSG00000271266",NA,"processed_pseudogene","processed_pseudogene"
"9828","ENSG00000242358",NA,"processed_pseudogene","processed_pseudogene"
"9829","ENSG00000228337",NA,"processed_pseudogene","processed_pseudogene"
"9830","ENSG00000187904",NA,"lncRNA","lncRNA"
"9831","ENSG00000248238",NA,"lncRNA","lncRNA"
"9832","ENSG00000250238",NA,"processed_pseudogene","processed_pseudogene"
"9833","ENSG00000173473",6599,"protein_coding","protein_coding"
"9834","ENSG00000170891",54360,"protein_coding","protein_coding"
"9835","ENSG00000155275",152992,"protein_coding","retained_intron"
"9836","ENSG00000132405",57533,"protein_coding","protein_coding"
"9837","ENSG00000243149",NA,"lncRNA","lncRNA"
"9838","ENSG00000249799",NA,"processed_pseudogene","processed_pseudogene"
"9839","ENSG00000249780",NA,"processed_pseudogene","processed_pseudogene"
"9840","ENSG00000250321",NA,"processed_pseudogene","processed_pseudogene"
"9841","ENSG00000272885",NA,"lncRNA","lncRNA"
"9842","ENSG00000275426",NA,"lncRNA","lncRNA"
"9843","ENSG00000169676",1816,"protein_coding","protein_coding"
"9844","ENSG00000250092",105374516,"lncRNA","lncRNA"
"9845","ENSG00000251152",NA,"lncRNA","lncRNA"
"9846","ENSG00000250371",NA,"lncRNA","lncRNA"
"9847","ENSG00000251689",NA,"processed_pseudogene","processed_pseudogene"
"9848","ENSG00000169744",9079,"protein_coding","protein_coding"
"9849","ENSG00000068001",8692,"protein_coding","protein_coding"
"9850","ENSG00000241367",NA,"processed_pseudogene","processed_pseudogene"
"9851","ENSG00000186451",353324,"protein_coding","protein_coding"
"9852","ENSG00000239383",NA,"processed_pseudogene","processed_pseudogene"
"9853","ENSG00000250611",NA,"processed_pseudogene","processed_pseudogene"
"9854","ENSG00000226017",NA,"lncRNA","lncRNA"
"9855","ENSG00000251412",NA,"lncRNA","lncRNA"
"9856","ENSG00000241593",NA,"lncRNA","lncRNA"
"9857","ENSG00000249995",NA,"processed_pseudogene","processed_pseudogene"
"9858","ENSG00000251679",NA,"lncRNA","lncRNA"
"9859","ENSG00000251271",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9860","ENSG00000011198",51099,"protein_coding","protein_coding_CDS_not_defined"
"9861","ENSG00000249766",NA,"processed_pseudogene","processed_pseudogene"
"9862","ENSG00000249443",NA,"processed_pseudogene","processed_pseudogene"
"9863","ENSG00000215612",3166,"protein_coding","protein_coding"
"9864","ENSG00000251434",NA,"lncRNA","lncRNA"
"9865","ENSG00000248228",100505893,"lncRNA","lncRNA"
"9866","ENSG00000249564",NA,"processed_pseudogene","processed_pseudogene"
"9867","ENSG00000249998",NA,"lncRNA","lncRNA"
"9868","ENSG00000280650",359822,"lncRNA","lncRNA"
"9869","ENSG00000205940",NA,"transcribed_processed_pseudogene","processed_transcript"
"9870","ENSG00000247624",441009,"lncRNA","lncRNA"
"9871","ENSG00000152990",166647,"protein_coding","nonsense_mediated_decay"
"9872","ENSG00000244281",NA,"processed_pseudogene","processed_pseudogene"
"9873","ENSG00000182921",NA,"processed_pseudogene","processed_pseudogene"
"9874","ENSG00000240752",NA,"processed_pseudogene","processed_pseudogene"
"9875","ENSG00000144677",10217,"protein_coding","protein_coding"
"9876","ENSG00000268967",NA,"processed_pseudogene","processed_pseudogene"
"9877","ENSG00000248338",NA,"lncRNA","lncRNA"
"9878","ENSG00000242034",NA,"processed_pseudogene","processed_pseudogene"
"9879","ENSG00000228154",NA,"processed_pseudogene","processed_pseudogene"
"9880","ENSG00000250942",NA,"processed_pseudogene","processed_pseudogene"
"9881","ENSG00000155269",27201,"protein_coding","protein_coding_CDS_not_defined"
"9882","ENSG00000251220",NA,"processed_pseudogene","processed_pseudogene"
"9883","ENSG00000250098",NA,"lncRNA","lncRNA"
"9884","ENSG00000242768",NA,"processed_pseudogene","processed_pseudogene"
"9885","ENSG00000249828",NA,"processed_pseudogene","processed_pseudogene"
"9886","ENSG00000284689",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9887","ENSG00000279379",NA,"TEC","TEC"
"9888","ENSG00000248532",NA,"processed_pseudogene","processed_pseudogene"
"9889","ENSG00000248364",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9890","ENSG00000260878",NA,"lncRNA","lncRNA"
"9891","ENSG00000154274",55286,"protein_coding","protein_coding"
"9892","ENSG00000163935",51460,"protein_coding","protein_coding"
"9893","ENSG00000090989",55763,"protein_coding","protein_coding"
"9894","ENSG00000244183",NA,"processed_pseudogene","processed_pseudogene"
"9895","ENSG00000283434",111064647,"protein_coding","protein_coding"
"9896","ENSG00000242911",NA,"processed_pseudogene","processed_pseudogene"
"9897","ENSG00000240404",NA,"processed_pseudogene","processed_pseudogene"
"9898","ENSG00000189002",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"9899","ENSG00000271174",NA,"processed_pseudogene","processed_pseudogene"
"9900","ENSG00000239767",NA,"lncRNA","lncRNA"
"9901","ENSG00000114738",7867,"protein_coding","protein_coding_CDS_not_defined"
"9902","ENSG00000226360",NA,"processed_pseudogene","processed_pseudogene"
"9903","ENSG00000206538",389136,"protein_coding","nonsense_mediated_decay"
"9904","ENSG00000109680",55296,"protein_coding","protein_coding"
"9905","ENSG00000114480",2632,"protein_coding","protein_coding"
"9906","ENSG00000223409",NA,"processed_pseudogene","processed_pseudogene"
"9907","ENSG00000243295",NA,"lncRNA","lncRNA"
"9908","ENSG00000240951",NA,"processed_pseudogene","processed_pseudogene"
"9909","ENSG00000239699",NA,"processed_pseudogene","processed_pseudogene"
