"","ensembl_gene_id","entrezgene_id","gene_biotype","transcript_biotype"
"52114","ENSG00000268945",NA,"lncRNA","lncRNA"
"52115","ENSG00000283980",105372280,"protein_coding","protein_coding"
"52116","ENSG00000132004",84261,"protein_coding","nonsense_mediated_decay"
"52117","ENSG00000267791",NA,"lncRNA","lncRNA"
"52118","ENSG00000209702",26810,"snoRNA","snoRNA"
"52119","ENSG00000267004",NA,"lncRNA","lncRNA"
"52120","ENSG00000123144",79002,"protein_coding","nonsense_mediated_decay"
"52121","ENSG00000198356",439,"protein_coding","protein_coding"
"52122","ENSG00000039987",54831,"protein_coding","protein_coding"
"52123","ENSG00000263800",100847071,"miRNA","miRNA"
"52124","ENSG00000171223",3726,"protein_coding","protein_coding"
"52125","ENSG00000167815",7001,"protein_coding","protein_coding"
"52126","ENSG00000267062",NA,"lncRNA","lncRNA"
"52127","ENSG00000104889",10535,"protein_coding","protein_coding"
"52128","ENSG00000267424",NA,"lncRNA","lncRNA"
"52129","ENSG00000276181",102466196,"miRNA","miRNA"
"52130","ENSG00000267735",NA,"lncRNA","lncRNA"
"52131","ENSG00000240616",NA,"processed_pseudogene","processed_pseudogene"
"52132","ENSG00000095066",29911,"protein_coding","nonsense_mediated_decay"
"52133","ENSG00000074181",4854,"protein_coding","protein_coding"
"52134","ENSG00000275711",102465476,"miRNA","miRNA"
"52135","ENSG00000269635",NA,"lncRNA","lncRNA"
"52136","ENSG00000105131",79852,"protein_coding","protein_coding"
"52137","ENSG00000270802",NA,"processed_pseudogene","processed_pseudogene"
"52138","ENSG00000273218",NA,"lncRNA","lncRNA"
"52139","ENSG00000160410",92799,"protein_coding","nonsense_mediated_decay"
"52140","ENSG00000090006",8425,"protein_coding","nonsense_mediated_decay"
"52141","ENSG00000105245",9253,"protein_coding","protein_coding"
"52142","ENSG00000223284",NA,"snRNA","snRNA"
"52143","ENSG00000123815",79934,"protein_coding","nonsense_mediated_decay"
"52144","ENSG00000130313",25796,"protein_coding","nonsense_mediated_decay"
"52145","ENSG00000269161",NA,"lncRNA","lncRNA"
"52146","ENSG00000243771",NA,"processed_pseudogene","processed_pseudogene"
"52147","ENSG00000142444",90580,"protein_coding","protein_coding"
"52148","ENSG00000267469",NA,"lncRNA","lncRNA"
"52149","ENSG00000104964",166,"protein_coding","retained_intron"
"52150","ENSG00000126259",84063,"protein_coding","protein_coding"
"52151","ENSG00000105290",333,"protein_coding","protein_coding"
"52152","ENSG00000243968",NA,"misc_RNA","misc_RNA"
"52153","ENSG00000167604",84807,"protein_coding","nonsense_mediated_decay"
"52154","ENSG00000280194",NA,"TEC","TEC"
"52155","ENSG00000126264",10870,"protein_coding","protein_coding"
"52156","ENSG00000011600",7305,"protein_coding","protein_coding"
"52157","ENSG00000267582",NA,"lncRNA","lncRNA"
"52158","ENSG00000266770",NA,"misc_RNA","misc_RNA"
"52159","ENSG00000267519",NA,"lncRNA","lncRNA"
"52160","ENSG00000284387",407013,"miRNA","miRNA"
"52161","ENSG00000207808",407018,"miRNA","miRNA"
"52162","ENSG00000207980",407010,"miRNA","miRNA"
"52163","ENSG00000207613",406957,"miRNA","miRNA"
"52164","ENSG00000207585",574457,"miRNA","miRNA"
"52165","ENSG00000132005",5989,"protein_coding","protein_coding"
"52166","ENSG00000275091",NA,"lncRNA","lncRNA"
"52167","ENSG00000171136",117579,"protein_coding","protein_coding"
"52168","ENSG00000267670",NA,"lncRNA","lncRNA"
"52169","ENSG00000104998",9466,"protein_coding","protein_coding"
"52170","ENSG00000187867",342979,"protein_coding","protein_coding"
"52171","ENSG00000228887",NA,"processed_pseudogene","processed_pseudogene"
"52172","ENSG00000284081",102466515,"miRNA","miRNA"
"52173","ENSG00000188032",646457,"protein_coding","protein_coding"
"52174","ENSG00000141858",90378,"protein_coding","protein_coding"
"52175","ENSG00000105011",55723,"protein_coding","protein_coding"
"52176","ENSG00000240803",NA,"misc_RNA","misc_RNA"
"52177","ENSG00000267406",NA,"lncRNA","lncRNA"
"52178","ENSG00000130283",2657,"protein_coding","protein_coding"
"52179","ENSG00000269694",NA,"lncRNA","lncRNA"
"52180","ENSG00000105669",11316,"protein_coding","protein_coding_CDS_not_defined"
"52181","ENSG00000268193",NA,"protein_coding","nonsense_mediated_decay"
"52182","ENSG00000105671",54555,"protein_coding","nonsense_mediated_decay"
"52183","ENSG00000051128",9454,"protein_coding","protein_coding"
"52184","ENSG00000105329",7040,"protein_coding","protein_coding_CDS_not_defined"
"52185","ENSG00000130175",5589,"protein_coding","protein_coding"
"52186","ENSG00000266933",NA,"lncRNA","lncRNA"
"52187","ENSG00000141933",91978,"protein_coding","protein_coding"
"52188","ENSG00000099804",997,"protein_coding","protein_coding"
"52189","ENSG00000197540",3004,"protein_coding","protein_coding"
"52190","ENSG00000276097",NA,"lncRNA","lncRNA"
"52191","ENSG00000176490",148252,"protein_coding","protein_coding"
"52192","ENSG00000267001",NA,"protein_coding","protein_coding"
"52193","ENSG00000261342",NA,"lncRNA","lncRNA"
"52194","ENSG00000141873",29985,"protein_coding","protein_coding"
"52195","ENSG00000104969",6449,"protein_coding","protein_coding"
"52196","ENSG00000172009",7064,"protein_coding","protein_coding"
"52197","ENSG00000172006",115196,"protein_coding","protein_coding"
"52198","ENSG00000186300",148254,"protein_coding","protein_coding"
"52199","ENSG00000267063",NA,"lncRNA","lncRNA"
"52200","ENSG00000172000",80032,"protein_coding","nonsense_mediated_decay"
"52201","ENSG00000267398",NA,"processed_pseudogene","processed_pseudogene"
"52202","ENSG00000079999",9817,"protein_coding","protein_coding"
"52203","ENSG00000267197",NA,"lncRNA","lncRNA"
"52204","ENSG00000130734",84971,"protein_coding","nonsense_mediated_decay"
"52205","ENSG00000238364",NA,"snRNA","snRNA"
"52206","ENSG00000221410",100302226,"miRNA","miRNA"
"52207","ENSG00000129347",65095,"protein_coding","retained_intron"
"52208","ENSG00000129355",1032,"protein_coding","protein_coding"
"52209","ENSG00000129354",10053,"protein_coding","protein_coding"
"52210","ENSG00000271010",NA,"processed_pseudogene","processed_pseudogene"
"52211","ENSG00000129353",57153,"protein_coding","protein_coding"
"52212","ENSG00000213339",81890,"protein_coding","retained_intron"
"52213","ENSG00000207972",693223,"miRNA","miRNA"
"52214","ENSG00000265879",100616425,"miRNA","miRNA"
"52215","ENSG00000207752",406976,"miRNA","miRNA"
"52216","ENSG00000275640",102466737,"miRNA","miRNA"
"52217","ENSG00000099203",11018,"protein_coding","protein_coding"
"52218","ENSG00000214212",255809,"protein_coding","protein_coding"
"52219","ENSG00000267544",117751740,"processed_pseudogene","processed_pseudogene"
"52220","ENSG00000130844",55422,"protein_coding","protein_coding_CDS_not_defined"
"52221","ENSG00000105723",2931,"protein_coding","protein_coding"
"52222","ENSG00000268643",NA,"protein_coding","protein_coding"
"52223","ENSG00000105732",64763,"protein_coding","protein_coding"
"52224","ENSG00000266226",100422980,"miRNA","miRNA"
"52225","ENSG00000259436",NA,"lncRNA","lncRNA"
"52226","ENSG00000160570",162989,"protein_coding","protein_coding"
"52227","ENSG00000241226",NA,"misc_RNA","misc_RNA"
"52228","ENSG00000010310",2696,"protein_coding","protein_coding"
"52229","ENSG00000207773",693227,"miRNA","miRNA"
"52230","ENSG00000283212",100500845,"miRNA","miRNA"
"52231","ENSG00000011478",54814,"protein_coding","nonsense_mediated_decay"
"52232","ENSG00000177051",23403,"protein_coding","protein_coding"
"52233","ENSG00000279407",NA,"TEC","TEC"
"52234","ENSG00000167680",10501,"protein_coding","nonsense_mediated_decay"
"52235","ENSG00000197961",7675,"protein_coding","protein_coding"
"52236","ENSG00000197256",25959,"protein_coding","protein_coding"
"52237","ENSG00000261221",100507290,"protein_coding","protein_coding"
"52238","ENSG00000185198",400668,"protein_coding","protein_coding"
"52239","ENSG00000182310",147650,"protein_coding","protein_coding"
"52240","ENSG00000167483",199786,"protein_coding","protein_coding"
"52241","ENSG00000186272",7565,"protein_coding","protein_coding_CDS_not_defined"
"52242","ENSG00000196589",729458,"protein_coding","protein_coding"
"52243","ENSG00000126262",2867,"protein_coding","protein_coding_CDS_not_defined"
"52244","ENSG00000196684",84941,"protein_coding","protein_coding"
"52245","ENSG00000283632",90332,"protein_coding","protein_coding"
"52246","ENSG00000126457",3276,"protein_coding","protein_coding"
"52247","ENSG00000079462",5050,"protein_coding","protein_coding"
"52248","ENSG00000161270",4868,"protein_coding","protein_coding"
"52249","ENSG00000167635",7705,"protein_coding","protein_coding"
"52250","ENSG00000062370",7771,"protein_coding","protein_coding"
"52251","ENSG00000105287",25865,"protein_coding","protein_coding"
"52252","ENSG00000188269",26659,"protein_coding","protein_coding"
"52253","ENSG00000130312",64981,"protein_coding","protein_coding"
"52254","ENSG00000128626",6183,"protein_coding","protein_coding"
"52255","ENSG00000104818",114336,"protein_coding","protein_coding"
"52256","ENSG00000142233",126147,"protein_coding","protein_coding"
"52257","ENSG00000104814",11184,"protein_coding","protein_coding_CDS_not_defined"
"52258","ENSG00000267291",105372397,"lncRNA","lncRNA"
"52259","ENSG00000178982",27335,"protein_coding","protein_coding"
"52260","ENSG00000267375",NA,"lncRNA","lncRNA"
"52261","ENSG00000182472",147968,"protein_coding","nonsense_mediated_decay"
"52262","ENSG00000267892",NA,"lncRNA","lncRNA"
"52263","ENSG00000178934",3963,"protein_coding","protein_coding"
"52264","ENSG00000207296",NA,"snRNA","snRNA"
"52265","ENSG00000171747",3960,"protein_coding","nonsense_mediated_decay"
"52266","ENSG00000268756",NA,"lncRNA","lncRNA"
"52267","ENSG00000125746",24139,"protein_coding","protein_coding"
"52268","ENSG00000011451",58525,"protein_coding","protein_coding"
"52269","ENSG00000240846",NA,"processed_pseudogene","processed_pseudogene"
"52270","ENSG00000267372",NA,"lncRNA","lncRNA"
"52271","ENSG00000279488",NA,"TEC","TEC"
"52272","ENSG00000267755",NA,"lncRNA","lncRNA"
"52273","ENSG00000185988",126520,"protein_coding","protein_coding"
"52274","ENSG00000160953",84939,"protein_coding","protein_coding"
"52275","ENSG00000115255",92840,"protein_coding","retained_intron"
"52276","ENSG00000141867",23476,"protein_coding","protein_coding"
"52277","ENSG00000267512",NA,"lncRNA","lncRNA"
"52278","ENSG00000104915",8677,"protein_coding","nonsense_mediated_decay"
"52279","ENSG00000160888",9592,"protein_coding","protein_coding"
"52280","ENSG00000267598",NA,"lncRNA","lncRNA"
"52281","ENSG00000213253",NA,"processed_pseudogene","processed_pseudogene"
"52282","ENSG00000141837",773,"protein_coding","protein_coding"
"52283","ENSG00000179218",811,"protein_coding","retained_intron"
"52284","ENSG00000130303",684,"protein_coding","nonsense_mediated_decay"
"52285","ENSG00000282851",105221694,"lncRNA","lncRNA"
"52286","ENSG00000141971",93343,"protein_coding","protein_coding"
"52287","ENSG00000269481",NA,"lncRNA","lncRNA"
"52288","ENSG00000254503",NA,"processed_pseudogene","processed_pseudogene"
"52289","ENSG00000269053",NA,"lncRNA","lncRNA"
"52290","ENSG00000188051",100130519,"protein_coding","protein_coding"
"52291","ENSG00000269035",NA,"protein_coding","protein_coding"
"52292","ENSG00000269736",NA,"lncRNA","lncRNA"
"52293","ENSG00000171773",115861,"protein_coding","protein_coding"
"52294","ENSG00000105538",54922,"protein_coding","protein_coding"
"52295","ENSG00000156413",2528,"protein_coding","protein_coding"
"52296","ENSG00000267709",101928844,"lncRNA","lncRNA"
"52297","ENSG00000130383",2527,"protein_coding","protein_coding"
"52298","ENSG00000252539",NA,"rRNA_pseudogene","rRNA_pseudogene"
"52299","ENSG00000099866",8174,"protein_coding","protein_coding"
"52300","ENSG00000172270",682,"protein_coding","protein_coding"
"52301","ENSG00000105464",2906,"protein_coding","protein_coding"
"52302","ENSG00000105523",54854,"protein_coding","protein_coding"
"52303","ENSG00000006638",6915,"protein_coding","protein_coding"
"52304","ENSG00000226800",404665,"lncRNA","lncRNA"
"52305","ENSG00000105298",58509,"protein_coding","protein_coding"
"52306","ENSG00000186111",23396,"protein_coding","protein_coding"
"52307","ENSG00000267304",NA,"lncRNA","lncRNA"
"52308","ENSG00000268189",NA,"lncRNA","retained_intron"
"52309","ENSG00000279203",NA,"TEC","TEC"
"52310","ENSG00000105127",10270,"protein_coding","protein_coding"
"52311","ENSG00000089351",57655,"protein_coding","protein_coding"
"52312","ENSG00000087903",5990,"protein_coding","protein_coding"
"52313","ENSG00000267589",NA,"processed_pseudogene","processed_pseudogene"
"52314","ENSG00000267299",NA,"lncRNA","lncRNA"
"52315","ENSG00000267415",NA,"transcribed_processed_pseudogene","transcribed_processed_pseudogene"
"52316","ENSG00000284490",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52317","ENSG00000130382",4298,"protein_coding","protein_coding"
"52318","ENSG00000267563",NA,"lncRNA","lncRNA"
"52319","ENSG00000280394",NA,"TEC","TEC"
"52320","ENSG00000167769",125981,"protein_coding","protein_coding"
"52321","ENSG00000269802",NA,"lncRNA","lncRNA"
"52322","ENSG00000125656",8192,"protein_coding","protein_coding"
"52323","ENSG00000125652",84266,"protein_coding","protein_coding"
"52324","ENSG00000125651",2962,"protein_coding","protein_coding"
"52325","ENSG00000269444",NA,"lncRNA","lncRNA"
"52326","ENSG00000274390",102465533,"miRNA","miRNA"
"52327","ENSG00000273758",102465473,"miRNA","miRNA"
"52328","ENSG00000214347",NA,"transcribed_unitary_pseudogene","transcribed_unitary_pseudogene"
"52329","ENSG00000284159",100500888,"miRNA","miRNA"
"52330","ENSG00000181240",284427,"protein_coding","protein_coding"
"52331","ENSG00000125648",79085,"protein_coding","nonsense_mediated_decay"
"52332","ENSG00000279716",NA,"TEC","TEC"
"52333","ENSG00000267939",NA,"lncRNA","lncRNA"
"52334","ENSG00000142449",84467,"protein_coding","protein_coding"
"52335","ENSG00000011243",26993,"protein_coding","protein_coding"
"52336","ENSG00000104957",81576,"protein_coding","retained_intron"
"52337","ENSG00000037757",84245,"protein_coding","protein_coding"
"52338","ENSG00000267633",NA,"lncRNA","lncRNA"
"52339","ENSG00000104979",28974,"protein_coding","protein_coding"
"52340","ENSG00000132024",54862,"protein_coding","protein_coding"
"52341","ENSG00000131142",6370,"protein_coding","protein_coding"
"52342","ENSG00000130377",81616,"protein_coding","protein_coding"
"52343","ENSG00000269653",NA,"lncRNA","lncRNA"
"52344","ENSG00000268499",NA,"lncRNA","lncRNA"
"52345","ENSG00000275132",NA,"misc_RNA","misc_RNA"
"52346","ENSG00000167642",10653,"protein_coding","protein_coding"
"52347","ENSG00000167641",94274,"protein_coding","protein_coding"
"52348","ENSG00000267748",NA,"protein_coding","protein_coding"
"52349","ENSG00000286037",NA,"lncRNA","lncRNA"
"52350","ENSG00000200209",NA,"misc_RNA","misc_RNA"
"52351","ENSG00000167645",90522,"protein_coding","protein_coding"
"52352","ENSG00000167644",64073,"protein_coding","protein_coding"
"52353","ENSG00000174951",2523,"protein_coding","protein_coding"
"52354","ENSG00000104907",55621,"protein_coding","protein_coding"
"52355","ENSG00000105270",25999,"protein_coding","protein_coding"
"52356","ENSG00000161277",199745,"protein_coding","protein_coding"
"52357","ENSG00000280023",NA,"TEC","TEC"
"52358","ENSG00000105258",5438,"protein_coding","protein_coding"
"52359","ENSG00000105254",1155,"protein_coding","protein_coding_CDS_not_defined"
"52360","ENSG00000279504",NA,"TEC","TEC"
"52361","ENSG00000126247",826,"protein_coding","protein_coding"
"52362","ENSG00000270760",NA,"lncRNA","lncRNA"
"52363","ENSG00000204604",90333,"protein_coding","protein_coding"
"52364","ENSG00000267852",NA,"lncRNA","lncRNA"
"52365","ENSG00000075702",284403,"protein_coding","retained_intron"
"52366","ENSG00000170906",4696,"protein_coding","nonsense_mediated_decay"
"52367","ENSG00000105618",26121,"protein_coding","protein_coding"
"52368","ENSG00000237017",NA,"lncRNA","lncRNA"
"52369","ENSG00000105617",79165,"protein_coding","protein_coding"
"52370","ENSG00000167608",147798,"protein_coding","retained_intron"
"52371","ENSG00000125505",79143,"protein_coding","nonsense_mediated_decay"
"52372","ENSG00000170892",79042,"protein_coding","protein_coding"
"52373","ENSG00000223660",NA,"lncRNA","lncRNA"
"52374","ENSG00000170889",6203,"protein_coding","retained_intron"
"52375","ENSG00000224579",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52376","ENSG00000269524",NA,"lncRNA","lncRNA"
"52377","ENSG00000235081",NA,"processed_pseudogene","processed_pseudogene"
"52378","ENSG00000244482",79168,"protein_coding","nonsense_mediated_decay"
"52379","ENSG00000249189",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52380","ENSG00000105609",10990,"protein_coding","protein_coding"
"52381","ENSG00000212314",NA,"snRNA","snRNA"
"52382","ENSG00000240296",NA,"processed_pseudogene","processed_pseudogene"
"52383","ENSG00000131042",10288,"protein_coding","protein_coding"
"52384","ENSG00000264703",100616171,"miRNA","miRNA"
"52385","ENSG00000104880",23370,"protein_coding","protein_coding"
"52386","ENSG00000198077",1549,"protein_coding","protein_coding"
"52387","ENSG00000099785",51257,"protein_coding","protein_coding"
"52388","ENSG00000189144",126231,"protein_coding","protein_coding_CDS_not_defined"
"52389","ENSG00000257103",26065,"protein_coding","nonsense_mediated_decay"
"52390","ENSG00000099875",2872,"protein_coding","nonsense_mediated_decay"
"52391","ENSG00000132026",83546,"protein_coding","protein_coding"
"52392","ENSG00000105707",3249,"protein_coding","protein_coding"
"52393","ENSG00000188368",284338,"protein_coding","protein_coding"
"52394","ENSG00000261341",105372440,"protein_coding","nonsense_mediated_decay"
"52395","ENSG00000188321",84527,"protein_coding","protein_coding"
"52396","ENSG00000125743",6633,"protein_coding","protein_coding"
"52397","ENSG00000171942",26538,"protein_coding","protein_coding"
"52398","ENSG00000260001",100507588,"protein_coding","protein_coding"
"52399","ENSG00000261949",100507003,"protein_coding","protein_coding"
"52400","ENSG00000179284",199699,"protein_coding","protein_coding"
"52401","ENSG00000172519",284433,"protein_coding","protein_coding"
"52402","ENSG00000171936",26532,"protein_coding","protein_coding"
"52403","ENSG00000237521",26648,"protein_coding","protein_coding"
"52404","ENSG00000094661",126370,"protein_coding","protein_coding"
"52405","ENSG00000180448",23526,"protein_coding","protein_coding"
"52406","ENSG00000104824",3191,"protein_coding","protein_coding"
"52407","ENSG00000186723",26539,"protein_coding","protein_coding"
"52408","ENSG00000127515",390892,"protein_coding","protein_coding"
"52409","ENSG00000160113",2063,"protein_coding","protein_coding"
"52410","ENSG00000105619",29844,"protein_coding","protein_coding"
"52411","ENSG00000181781",284451,"protein_coding","protein_coding"
"52412","ENSG00000130202",5819,"protein_coding","protein_coding"
"52413","ENSG00000267282",NA,"lncRNA","lncRNA"
"52414","ENSG00000130204",10452,"protein_coding","protein_coding"
"52415","ENSG00000130203",348,"protein_coding","protein_coding"
"52416","ENSG00000280087",NA,"TEC","TEC"
"52417","ENSG00000130208",341,"protein_coding","protein_coding"
"52418","ENSG00000267467",346,"protein_coding","protein_coding"
"52419","ENSG00000224916",NA,"protein_coding","nonsense_mediated_decay"
"52420","ENSG00000234906",344,"protein_coding","protein_coding"
"52421","ENSG00000267114",NA,"lncRNA","lncRNA"
"52422","ENSG00000104853",1209,"protein_coding","retained_intron"
"52423","ENSG00000213293",NA,"processed_pseudogene","processed_pseudogene"
"52424","ENSG00000234750",NA,"processed_pseudogene","processed_pseudogene"
"52425","ENSG00000188868",147837,"protein_coding","protein_coding"
"52426","ENSG00000198342",79973,"protein_coding","protein_coding"
"52427","ENSG00000231361",NA,"processed_pseudogene","processed_pseudogene"
"52428","ENSG00000268744",NA,"lncRNA","lncRNA"
"52429","ENSG00000248406",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52430","ENSG00000196466",90576,"protein_coding","retained_intron"
"52431","ENSG00000268870",NA,"protein_coding","protein_coding"
"52432","ENSG00000180855",10224,"protein_coding","protein_coding"
"52433","ENSG00000269755",NA,"protein_coding","nonsense_mediated_decay"
"52434","ENSG00000234848",NA,"lncRNA","lncRNA"
"52435","ENSG00000242852",163051,"protein_coding","protein_coding"
"52436","ENSG00000196826",NA,"protein_coding","protein_coding"
"52437","ENSG00000236483",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52438","ENSG00000232579",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52439","ENSG00000230321",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52440","ENSG00000234003",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52441","ENSG00000235686",NA,"processed_pseudogene","processed_pseudogene"
"52442","ENSG00000267212",NA,"lncRNA","lncRNA"
"52443","ENSG00000105607",2639,"protein_coding","protein_coding"
"52444","ENSG00000161860",256126,"protein_coding","protein_coding"
"52445","ENSG00000252979",NA,"snRNA","snRNA"
"52446","ENSG00000237589",NA,"processed_pseudogene","processed_pseudogene"
"52447","ENSG00000229000",NA,"processed_pseudogene","processed_pseudogene"
"52448","ENSG00000238150",NA,"processed_pseudogene","processed_pseudogene"
"52449","ENSG00000269877",NA,"lncRNA","lncRNA"
"52450","ENSG00000199031",442916,"miRNA","miRNA"
"52451","ENSG00000284568",100616185,"miRNA","miRNA"
"52452","ENSG00000199095",442917,"miRNA","miRNA"
"52453","ENSG00000199143",442918,"miRNA","miRNA"
"52454","ENSG00000269564",NA,"lncRNA","lncRNA"
"52455","ENSG00000228323",NA,"lncRNA","lncRNA"
"52456","ENSG00000179820",91663,"protein_coding","protein_coding_CDS_not_defined"
"52457","ENSG00000232220",NA,"lncRNA","lncRNA"
"52458","ENSG00000126583",5582,"protein_coding","protein_coding"
"52459","ENSG00000105605",59284,"protein_coding","protein_coding"
"52460","ENSG00000142408",59283,"protein_coding","protein_coding"
"52461","ENSG00000284583",100126325,"miRNA","miRNA"
"52462","ENSG00000130433",59285,"protein_coding","protein_coding"
"52463","ENSG00000276206",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52464","ENSG00000189068",284415,"protein_coding","protein_coding"
"52465","ENSG00000105643",27106,"protein_coding","protein_coding"
"52466","ENSG00000105325",51343,"protein_coding","protein_coding"
"52467","ENSG00000252408",NA,"snoRNA","snoRNA"
"52468","ENSG00000161091",126321,"protein_coding","protein_coding"
"52469","ENSG00000267436",NA,"lncRNA","lncRNA"
"52470","ENSG00000267231",NA,"lncRNA","lncRNA"
"52471","ENSG00000279590",NA,"TEC","TEC"
"52472","ENSG00000266959",NA,"processed_pseudogene","processed_pseudogene"
"52473","ENSG00000064961",10362,"protein_coding","protein_coding"
"52474","ENSG00000179855",126326,"protein_coding","protein_coding"
"52475","ENSG00000007080",115098,"protein_coding","protein_coding"
"52476","ENSG00000183397",100128569,"protein_coding","protein_coding"
"52477","ENSG00000268938",NA,"lncRNA","lncRNA"
"52478","ENSG00000105701",23770,"protein_coding","protein_coding"
"52479","ENSG00000269191",NA,"lncRNA","lncRNA"
"52480","ENSG00000105700",79036,"protein_coding","protein_coding"
"52481","ENSG00000268030",NA,"lncRNA","lncRNA"
"52482","ENSG00000268983",NA,"lncRNA","lncRNA"
"52483","ENSG00000221983",7311,"protein_coding","protein_coding"
"52484","ENSG00000006016",9244,"protein_coding","protein_coding_CDS_not_defined"
"52485","ENSG00000006015",55049,"protein_coding","retained_intron"
"52486","ENSG00000105696",25789,"protein_coding","protein_coding"
"52487","ENSG00000263490",NA,"misc_RNA","misc_RNA"
"52488","ENSG00000198429",7620,"protein_coding","protein_coding"
"52489","ENSG00000196757",90592,"protein_coding","protein_coding"
"52490","ENSG00000267179",NA,"protein_coding","protein_coding"
"52491","ENSG00000267274",NA,"lncRNA","lncRNA"
"52492","ENSG00000197054",284390,"protein_coding","protein_coding"
"52493","ENSG00000219665",101928464,"lncRNA","lncRNA"
"52494","ENSG00000286098",NA,"protein_coding","protein_coding"
"52495","ENSG00000252060",NA,"rRNA_pseudogene","rRNA_pseudogene"
"52496","ENSG00000257355",NA,"protein_coding","nonsense_mediated_decay"
"52497","ENSG00000212497",NA,"rRNA_pseudogene","rRNA_pseudogene"
"52498","ENSG00000252546",NA,"rRNA_pseudogene","rRNA_pseudogene"
"52499","ENSG00000286132",NA,"protein_coding","nonsense_mediated_decay"
"52500","ENSG00000199444",NA,"misc_RNA","misc_RNA"
"52501","ENSG00000132010",7568,"protein_coding","protein_coding"
"52502","ENSG00000237273",NA,"processed_pseudogene","processed_pseudogene"
"52503","ENSG00000212576",NA,"rRNA_pseudogene","rRNA_pseudogene"
"52504","ENSG00000213297",NA,"protein_coding","nonsense_mediated_decay"
"52505","ENSG00000242615",NA,"transcribed_processed_pseudogene","processed_transcript"
"52506","ENSG00000257591",90589,"protein_coding","protein_coding"
"52507","ENSG00000235974",NA,"unitary_pseudogene","unitary_pseudogene"
"52508","ENSG00000242675",NA,"processed_pseudogene","processed_pseudogene"
"52509","ENSG00000104892",147700,"protein_coding","protein_coding"
"52510","ENSG00000104881",10848,"protein_coding","protein_coding"
"52511","ENSG00000117877",10849,"protein_coding","protein_coding"
"52512","ENSG00000104884",2068,"protein_coding","protein_coding"
"52513","ENSG00000283236",NA,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene"
"52514","ENSG00000268095",101928571,"lncRNA","lncRNA"
"52515","ENSG00000198093",65251,"protein_coding","protein_coding"
"52516","ENSG00000283285",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52517","ENSG00000176024",79898,"protein_coding","protein_coding_CDS_not_defined"
"52518","ENSG00000256683",59348,"protein_coding","protein_coding"
"52519","ENSG00000079805",1785,"protein_coding","retained_intron"
"52520","ENSG00000170929",125963,"protein_coding","protein_coding"
"52521","ENSG00000161807",125962,"protein_coding","protein_coding"
"52522","ENSG00000275787",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52523","ENSG00000170920",390883,"protein_coding","protein_coding"
"52524","ENSG00000130803",57693,"protein_coding","protein_coding"
"52525","ENSG00000188000",162998,"protein_coding","protein_coding"
"52526","ENSG00000267418",NA,"processed_pseudogene","processed_pseudogene"
"52527","ENSG00000267775",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52528","ENSG00000174667",125958,"protein_coding","protein_coding"
"52529","ENSG00000079432",23152,"protein_coding","protein_coding"
"52530","ENSG00000166289",79156,"protein_coding","protein_coding"
"52531","ENSG00000185385",26333,"protein_coding","protein_coding"
"52532","ENSG00000269678",NA,"unprocessed_pseudogene","unprocessed_pseudogene"
"52533","ENSG00000104936",1760,"protein_coding","retained_intron"
"52534","ENSG00000269419",NA,"processed_pseudogene","processed_pseudogene"
"52535","ENSG00000188039",284434,"protein_coding","protein_coding"
"52536","ENSG00000269799",NA,"lncRNA","lncRNA"
"52537","ENSG00000127511",23309,"protein_coding","protein_coding"
"52538","ENSG00000268743",NA,"lncRNA","lncRNA"
"52539","ENSG00000127533",9002,"protein_coding","protein_coding"
"52540","ENSG00000160111",27151,"protein_coding","protein_coding"
"52541","ENSG00000264250",NA,"misc_RNA","misc_RNA"
"52542","ENSG00000263595",NA,"misc_RNA","misc_RNA"
"52543","ENSG00000268985",NA,"lncRNA","lncRNA"
"52544","ENSG00000131351",93323,"protein_coding","protein_coding"
"52545","ENSG00000268289",NA,"lncRNA","lncRNA"
"52546","ENSG00000269066",NA,"lncRNA","lncRNA"
"52547","ENSG00000267778",NA,"lncRNA","lncRNA"
"52548","ENSG00000099624",513,"protein_coding","protein_coding"
"52549","ENSG00000105711",6324,"protein_coding","protein_coding"
"52550","ENSG00000187902",729956,"protein_coding","protein_coding"
"52551","ENSG00000167384",7733,"protein_coding","protein_coding"
"52552","ENSG00000277531",110806277,"protein_coding","protein_coding"
"52553","ENSG00000089356",5349,"protein_coding","protein_coding"
"52554","ENSG00000132000",79883,"protein_coding","protein_coding"
"52555","ENSG00000283567",111064650,"protein_coding","protein_coding"
"52556","ENSG00000129946",25759,"protein_coding","protein_coding"
